contest_date,id,away,home,location,status,start,network
03-02-2025,,Princeton,Wake Forest,,,TBA,
03-02-2025,,Gardner-Webb,App State,,,TBA,
03-02-2025,,Memphis,Louisiana Tech,,,TBA,
03-02-2025,,Oakland,New Mexico St.,,,TBA,
03-02-2025,,Eastern Ill.,Austin Peay,,,TBA,
03-02-2025,,Rider,Western Caro.,,,TBA,
03-02-2025,,UMass Lowell,USC Upstate,,,TBA,
03-02-2025,,Saint Louis,LMU (CA),,,TBA,
03-02-2025,,Boston College,VCU,,,TBA,
03-02-2025,,UT Martin,St. Bonaventure,,,TBA,
03-02-2025,,Evansville,Missouri,,,TBA,
03-02-2025,,Southern Ind.,Southern Ill.,,,TBA,
03-02-2025,,Butler,Ohio,,,TBA,
03-03-2025,,Holy Cross,Towson,,,TBA,
03-03-2025,,Tulane,Long Beach St.,,,TBA,
03-03-2025,,California,Santa Clara,,,TBA,
03-03-2025,,Northeastern,Hawaii,,,TBA,
03-03-2025,,Utah Tech,Portland,,,TBA,
03-03-2025,,West Virginia,Queens (NC),,,TBA,
03-03-2025,,Western Ky.,Tennessee Tech,,,TBA,
03-03-2025,,Oakland,New Mexico St.,,,TBA,
03-03-2025,,Loras,Iowa,,,TBA,
03-04-2025,,Lamar University,Rice,,,TBA,
03-04-2025,,Marist,Hofstra,,,TBA,
03-04-2025,,UNLV,Arizona St.,,,TBA,
03-04-2025,,Southeast Mo. St.,Missouri,,,TBA,
03-04-2025,,Texas St.,UIW,,,TBA,
03-04-2025,,Wofford,Presbyterian,,,TBA,
03-04-2025,,UAlbany,Central Conn. St.,,,TBA,
03-04-2025,,Liberty,Campbell,,,TBA,
03-04-2025,,North Ala.,Belmont,,,TBA,
03-04-2025,,LIU,Saint Peter's,,,TBA,
03-04-2025,,Radford,Tennessee,,,TBA,
03-04-2025,,Clemson,USC Upstate,,,TBA,
03-04-2025,,UC Davis,San Francisco,,,TBA,
03-04-2025,,Houston-Victoria,Prairie View,,,TBA,
03-04-2025,,Coppin St.,Georgetown,,,TBA,
03-04-2025,,Towson,Richmond,,,TBA,
03-04-2025,,St. John's (NY),Ohio St.,,,TBA,
03-04-2025,,Norfolk St.,Virginia Tech,,,TBA,
03-04-2025,,Portland,Washington,,,TBA,
03-04-2025,,Nebraska,Omaha,,,TBA,
03-04-2025,,UC Santa Barbara,Southern California,,,TBA,
03-04-2025,,UTSA,Texas A&M,,,TBA,
03-04-2025,,San Jose St.,Saint Mary's (CA),,,TBA,
03-04-2025,,SIUE,Southern Ill.,,,TBA,
03-04-2025,,Boston College,Longwood,,,TBA,
03-04-2025,,James Madison,Maryland,,,TBA,
03-04-2025,,Siena,Yale,,,TBA,
03-04-2025,,Monmouth,NJIT,,,TBA,
03-04-2025,,Mercyhurst,Kent St.,,,TBA,
03-04-2025,,Massachusetts,Quinnipiac,,,TBA,
03-04-2025,,Ball St.,Florida A&M,,,TBA,
03-04-2025,,Albright,Lehigh,,,TBA,
03-04-2025,,Holy Cross,George Mason,,,TBA,
03-04-2025,,Merrimack,Bryant,,,TBA,
03-04-2025,,Bellarmine,Dayton,,,TBA,
03-04-2025,,Purdue,Indiana St.,,,TBA,
03-04-2025,,A&M-Corpus Christi,Texas,,,TBA,
03-04-2025,,Samford,West Ga.,,,TBA,
03-04-2025,,Saint Joseph's,Rider,,,TBA,
03-04-2025,,Morehead St.,Louisville,,,TBA,
03-04-2025,,Wake Forest,App State,,,TBA,
03-04-2025,,Coastal Carolina,North Carolina,,,TBA,
03-04-2025,,UTRGV,Houston,,,TBA,
03-04-2025,,Tarleton St.,Baylor,,,TBA,
03-04-2025,,UC San Diego,Texas Tech,,,TBA,
03-04-2025,,Nicholls,Louisiana Tech,,,TBA,
03-04-2025,,Miami (OH),Wright St.,,,TBA,
03-04-2025,,Ohio,Marshall,,,TBA,
03-04-2025,,Michigan,UCLA,,,TBA,
03-04-2025,,Utah Tech,Oregon,,,TBA,
03-04-2025,,Northern Ky.,Indiana,,,TBA,
03-04-2025,,N.C. A&T,Duke,,,TBA,
03-04-2025,,Pittsburgh,UNC Asheville,,,TBA,
03-04-2025,,NC State,UNC Greensboro,,,TBA,
03-04-2025,,William & Mary,Virginia,,,TBA,
03-04-2025,,Delaware,Rutgers,,,TBA,
03-04-2025,,Saint Louis,Missouri St.,,,TBA,
03-04-2025,,Stony Brook,Fordham,,,TBA,
03-04-2025,,Cal Poly,Fresno St.,,,TBA,
03-04-2025,,ULM,Arkansas,,,TBA,
03-04-2025,,UMBC,George Washington,,,TBA,
03-04-2025,,Sacred Heart,Rhode Island,,,TBA,
03-04-2025,,UT Martin,Alabama A&M,,,TBA,
03-04-2025,,Dillard,McNeese,,,TBA,
03-04-2025,,Kennesaw St.,Georgia Tech,,,TBA,
03-04-2025,,Winthrop,Oklahoma St.,,,TBA,
03-04-2025,,Alabama,Jacksonville St.,,,TBA,
03-04-2025,,Northwest Mo. St.,Western Ill.,,,TBA,
03-04-2025,,High Point,Georgia,,,TBA,
03-04-2025,,North Florida,Florida St.,,,TBA,
03-04-2025,,Western Mich.,Lipscomb,,,TBA,
03-04-2025,,Oklahoma,DBU,,,TBA,
03-04-2025,,Toledo,Cincinnati,,,TBA,
03-04-2025,,Miami (FL),FIU,,,TBA,
03-04-2025,,Ball St.,Florida A&M,,,TBA,
03-04-2025,,Eastern Ill.,Illinois,,,TBA,
03-04-2025,,FDU,Penn St.,,,TBA,
03-04-2025,,North Dakota St.,LSU,,,TBA,
03-04-2025,,Davidson,South Carolina,,,TBA,
03-04-2025,,Florida,UCF,,,TBA,
03-04-2025,,East Carolina,Gardner-Webb,,,TBA,
03-04-2025,,Charleston So.,Ga. Southern,,,TBA,
03-04-2025,,Georgia St.,Alabama St.,,,TBA,
03-04-2025,,Air Force,TCU,,,TBA,
03-04-2025,,Kentucky,Eastern Ky.,,,TBA,
03-04-2025,,San Diego St.,Cal St. Fullerton,,,TBA,
03-04-2025,,LMU (CA),California Baptist,,,TBA,
03-04-2025,,Pepperdine,Grand Canyon,,,TBA,
03-04-2025,,Milwaukee,Minnesota,,,TBA,
03-04-2025,,LeTourneau,Northwestern St.,,,TBA,
03-04-2025,,UC Irvine,San Diego,,,TBA,
03-04-2025,,CSU Bakersfield,Pacific,,,TBA,
03-05-2025,,Tennessee Tech,Belmont,,,TBA,
03-05-2025,,South Fla.,FGCU,,,TBA,
03-05-2025,,South Carolina,The Citadel,,,TBA,
03-05-2025,,Butler,Miami (OH),,,TBA,
03-05-2025,,Texas Southern,Texas A&M,,,TBA,
03-05-2025,,Western Caro.,Michigan St.,,,TBA,
03-05-2025,,Norfolk St.,Virginia Tech,,,TBA,
03-05-2025,,Abilene Christian,Wichita St.,,,TBA,
03-05-2025,,Villanova,Miami (FL),,,TBA,
03-05-2025,,Presbyterian,Clemson,,,TBA,
03-05-2025,,Southern Ind.,Saint Louis,,,TBA,
03-05-2025,,North Dakota St.,LSU,,,TBA,
03-05-2025,,Xavier,Tennessee,,,TBA,
03-05-2025,,Nicholls,Louisiana Tech,,,TBA,
03-05-2025,,Bowling Green,Dayton,,,TBA,
03-05-2025,,UC San Diego,Texas Tech,,,TBA,
03-05-2025,,Houston,Rice,,,TBA,
03-05-2025,,Campbell,NC State,,,TBA,
03-05-2025,,Murray St.,Ole Miss,,,TBA,
03-05-2025,,St. Bonaventure,Vanderbilt,,,TBA,
03-05-2025,,Georgia St.,Georgia,,,TBA,
03-05-2025,,Little Rock,Memphis,,,TBA,
03-05-2025,,Elon,UNC Greensboro,,,TBA,
03-05-2025,,Huston-Tillotson,SFA,,,TBA,
03-05-2025,,Auburn,UAB,,,TBA,
03-05-2025,,Southern Miss.,Mississippi St.,,,TBA,
03-05-2025,,Fla. Atlantic,Florida,,,TBA,
03-05-2025,,Winthrop,Oklahoma St.,,,TBA,
03-05-2025,,Air Force,TCU,,,TBA,
03-05-2025,,Iona,FDU,,,TBA,
03-05-2025,,ULM,Arkansas,,,TBA,
03-05-2025,,Seattle U,Gonzaga,,,TBA,
03-05-2025,,William & Mary,VCU,,,TBA,
03-05-2025,,Oakland,Akron,,,TBA,
03-05-2025,,Bethune-Cookman,Florida St.,,,TBA,
03-05-2025,,Stetson,BYU,,,TBA,
03-05-2025,,Illinois St.,Oral Roberts,,,TBA,
03-05-2025,,UNCW,Louisiana,,,TBA,
03-05-2025,,Troy,Alabama,,,TBA,
03-05-2025,,Ga. Southern,Jacksonville,,,TBA,
03-05-2025,,Sam Houston,UT Arlington,,,TBA,
03-05-2025,,Mercer,Alabama St.,,,TBA,
03-05-2025,,New Orleans,Jackson St.,,,TBA,
03-06-2025,,Holy Cross,Towson,,,TBA,
03-06-2025,,Milwaukee,Kansas,,,TBA,
03-06-2025,,Stetson,BYU,,,TBA,
03-06-2025,,Northeastern,San Diego St.,,,TBA,
03-06-2025,,Pepperdine,Arizona,,,TBA,
03-07-2025,,Queens (NC),Mississippi St.,,,TBA,
03-07-2025,,UConn,Miami (FL),,,TBA,
03-07-2025,,William & Mary,Kansas St.,,,TBA,
03-07-2025,,McNeese,Houston Christian,,,TBA,
03-07-2025,,Holy Cross,VMI,,,TBA,
03-07-2025,,UNC Asheville,Western Ky.,,,TBA,
03-07-2025,,Sacred Heart,Mount St. Mary's,,,TBA,
03-07-2025,,Harvard,Florida,,,TBA,
03-07-2025,,South Dakota St.,Saint Louis,,,TBA,
03-07-2025,,Iona,Quinnipiac,,,TBA,
03-07-2025,,Utah Valley,Northern Colo.,,,TBA,
03-07-2025,,Massachusetts,Navy,,,TBA,
03-07-2025,,Maine,Bucknell,,,TBA,
03-07-2025,,Illinois St.,Oklahoma St.,,,TBA,
03-07-2025,,UIC,Louisville,,,TBA,
03-07-2025,,Troy,USC Upstate,,,TBA,
03-07-2025,,Oregon,Southern California,,,TBA,
03-07-2025,,Kennesaw St.,West Virginia,,,TBA,
03-07-2025,,Alcorn,Alabama A&M,,,TBA,
03-07-2025,,UCLA,Maryland,,,TBA,
03-07-2025,,UAB,Michigan St.,,,TBA,
03-07-2025,,Pacific,Sacramento St.,,,TBA,
03-07-2025,,Western Mich.,Ball St.,,,TBA,
03-07-2025,,Eastern Mich.,Akron,,,TBA,
03-07-2025,,Fairfield,George Washington,,,TBA,
03-07-2025,,Le Moyne,FDU,,,TBA,
03-07-2025,,Portland,Arkansas,,,TBA,
03-07-2025,,Milwaukee,Kansas,,,TBA,
03-07-2025,,Wright St.,NC State,,,TBA,
03-07-2025,,Army West Point,Fordham,,,TBA,
03-07-2025,,Columbia,Georgia,,,TBA,
03-07-2025,,Oakland,Middle Tenn.,,,TBA,
03-07-2025,,Belmont,Little Rock,,,TBA,
03-07-2025,,Missouri St.,Wichita St.,,,TBA,
03-07-2025,,Delaware,Penn,,,TBA,
03-07-2025,,Bowling Green,Ohio,,,TBA,
03-07-2025,,Radford,UNC Greensboro,,,TBA,
03-07-2025,,Stonehill,High Point,,,TBA,
03-07-2025,,Charleston So.,Elon,,,TBA,
03-07-2025,,Fresno St.,TCU,,,TBA,
03-07-2025,,Wofford,Kentucky,,,TBA,
03-07-2025,,James Madison,Charlotte,,,TBA,
03-07-2025,,California,Duke,,,TBA,
03-07-2025,,Coastal Carolina,East Carolina,,,TBA,
03-07-2025,,Youngstown St.,Gardner-Webb,,,TBA,
03-07-2025,,Bethune-Cookman,FGCU,,,TBA,
03-07-2025,,Davidson,Clemson,,,TBA,
03-07-2025,,Notre Dame,Wake Forest,,,TBA,
03-07-2025,,Bradley,Marshall,,,TBA,
03-07-2025,,Alabama St.,North Florida,,,TBA,
03-07-2025,,Long Beach St.,UC Irvine,,,TBA,
03-07-2025,,Northwestern,The Citadel,,,TBA,
03-07-2025,,Texas Tech,Grand Canyon,,,TBA,
03-07-2025,,Air Force,California Baptist,,,TBA,
03-07-2025,,UNCW,Southern Miss.,,,TBA,
03-07-2025,,DBU,Louisiana,,,TBA,
03-07-2025,,Northeastern,San Diego St.,,,TBA,
03-07-2025,,Canisius,Cincinnati,,,TBA,
03-07-2025,,UT Arlington,ULM,,,TBA,
03-07-2025,,Indiana,Penn St.,,,TBA,
03-07-2025,,Southern U.,Mercer,,,TBA,
03-07-2025,,Winthrop,UAB,,,TBA,
03-07-2025,,Monmouth,UCF,,,TBA,
03-07-2025,,UIW,Northwestern St.,,,TBA,
03-07-2025,,Gonzaga,Arizona St.,,,TBA,
03-07-2025,,North Dakota St.,Tulane,,,TBA,
03-07-2025,,Santa Clara,Texas,,,TBA,
03-07-2025,,Jacksonville St.,Ole Miss,,,TBA,
03-07-2025,,North Ala.,LSU,,,TBA,
03-07-2025,,Brown,Ga. Southern,,,TBA,
03-07-2025,,Sam Houston,Oklahoma,,,TBA,
03-07-2025,,Morehead St.,South Carolina,,,TBA,
03-07-2025,,SFA,Lamar University,,,TBA,
03-07-2025,,Michigan,Illinois,,,TBA,
03-07-2025,,Canisius,Cincinnati,,,TBA,
03-07-2025,,Canisius,Cincinnati,,,TBA,
03-07-2025,,Indiana,Penn St.,,,TBA,
03-07-2025,,Old Dominion,Auburn,,,TBA,
03-07-2025,,Western Caro.,Georgia St.,,,TBA,
03-07-2025,,Nevada,San Francisco,,,TBA,
03-07-2025,,Pepperdine,Arizona,,,TBA,
03-07-2025,,Western Ill.,Murray St.,,,TBA,
03-07-2025,,Fla. Atlantic,FIU,,,TBA,
03-07-2025,,Purdue,Minnesota,,,TBA,
03-07-2025,,Presbyterian,Alabama,,,TBA,
03-07-2025,,Butler,Lindenwood,,,TBA,
03-07-2025,,Iowa,Rutgers,,,TBA,
03-07-2025,,Lipscomb,Florida St.,,,TBA,
03-07-2025,,Villanova,South Fla.,,,TBA,
03-07-2025,,CSU Bakersfield,UC San Diego,,,TBA,
03-07-2025,,Hawaii,UC Riverside,,,TBA,
03-07-2025,,Utah,San Jose St.,,,TBA,
03-07-2025,,New Mexico St.,Texas A&M,,,TBA,
03-07-2025,,Saint Mary's (CA),UNLV,,,TBA,
03-07-2025,,Saint Mary's (CA),Utah Tech,,,TBA,
03-07-2025,,Cornell,Michigan St.,,,TBA,
03-07-2025,,Cal St. Fullerton,Cal Poly,,,TBA,
03-07-2025,,Binghamton,Missouri,,,TBA,
03-07-2025,,Seattle U,Washington St.,,,TBA,
03-07-2025,,Wagner,Norfolk St.,,,TBA,
03-07-2025,,Prairie View,Abilene Christian,,,TBA,
03-07-2025,,NJIT,St. John's (NY),,,TBA,
03-07-2025,,Delaware St.,UMES,,,TBA,
03-07-2025,,UMass Lowell,Richmond,,,TBA,
03-07-2025,,Niagara,Stony Brook,,,TBA,
03-07-2025,,Ark.-Pine Bluff,Arkansas St.,,,TBA,
03-07-2025,,George Mason,Georgetown,,,TBA,
03-07-2025,,Grambling,Houston,,,TBA,
03-07-2025,,Yale,Rice,,,TBA,
03-07-2025,,Texas Southern,UTSA,,,TBA,
03-07-2025,,Lehigh,UMBC,,,TBA,
03-07-2025,,New Mexico,Tarleton St.,,,TBA,
03-07-2025,,Southern Ind.,Oral Roberts,,,TBA,
03-07-2025,,Longwood,Towson,,,TBA,
03-07-2025,,Rider,Saint Peter's,,,TBA,
03-07-2025,,San Diego,Oregon St.,,,TBA,
03-07-2025,,Central Mich.,Liberty,,,TBA,
03-07-2025,,Stanford,North Carolina,,,TBA,
03-07-2025,,Texas St.,Campbell,,,TBA,
03-07-2025,,NIU,Kent St.,,,TBA,
03-07-2025,,Lafayette,UMass Lowell,,,TBA,
03-07-2025,,Pittsburgh,ETSU,,,TBA,
03-07-2025,,Indiana St.,Southeast Mo. St.,,,TBA,
03-07-2025,,South Alabama,Louisiana Tech,,,TBA,
03-07-2025,,St. Thomas (MN),Austin Peay,,,TBA,
03-07-2025,,Toledo,Miami (OH),,,TBA,
03-07-2025,,Xavier,Vanderbilt,,,TBA,
03-07-2025,,Merrimack,Marist,,,TBA,
03-07-2025,,A&M-Corpus Christi,Nicholls,,,TBA,
03-07-2025,,CSUN,UC Santa Barbara,,,TBA,
03-07-2025,,St. Bonaventure,Tennessee,,,TBA,
03-07-2025,,Valparaiso,Ohio St.,,,TBA,
03-07-2025,,LMU (CA),Baylor,,,TBA,
03-07-2025,,Princeton,VCU,,,TBA,
03-07-2025,,App State,Col. of Charleston,,,TBA,
03-07-2025,,Eastern Ill.,Northern Ky.,,,TBA,
03-07-2025,,Ark. Baptist,Mississippi Val.,,,TBA,
03-07-2025,,Ark. Baptist,Mississippi Val.,,,TBA,
03-07-2025,,UTRGV,New Orleans,,,TBA,
03-07-2025,,Georgia Tech,Virginia Tech,,,TBA,
03-07-2025,,Boston College,Virginia,,,TBA,
03-07-2025,,Samford,UT Martin,,,TBA,
03-07-2025,,Southeastern La.,Memphis,,,TBA,
03-07-2025,,UAlbany,Hofstra,,,TBA,
03-07-2025,,N.C. A&T,Jacksonville,,,TBA,
03-07-2025,,Purdue Fort Wayne,Tennessee Tech,,,TBA,
03-07-2025,,Seton Hall,Saint Joseph's,,,TBA,
03-07-2025,,West Ga.,Florida A&M,,,TBA,
03-07-2025,,West Ga.,Florida A&M,,,TBA,
03-07-2025,,West Ga.,Florida A&M,,,TBA,
03-07-2025,,Rhode Island,Eastern Ky.,,,TBA,
03-07-2025,,Bellarmine,Southern Ill.,,,TBA,
03-07-2025,,Evansville,Central Ark.,,,TBA,
03-07-2025,,Bryant,Dayton,,,TBA,
03-07-2025,,Coppin St.,Mercyhurst,,,TBA,
03-07-2025,,Manhattan,Siena,,,TBA,
03-07-2025,,Manhattan,Siena,,,TBA,
03-07-2025,,Coppin St.,Mercyhurst,,,TBA,
03-07-2025,,Butler,Lindenwood,,,TBA,
03-08-2025,,Stetson,BYU,,,TBA,
03-08-2025,,Queens (NC),Mississippi St.,,,TBA,
03-08-2025,,UConn,Miami (FL),,,TBA,
03-08-2025,,William & Mary,Kansas St.,,,TBA,
03-08-2025,,McNeese,Houston Christian,,,TBA,
03-08-2025,,Sacred Heart,Mount St. Mary's,,,TBA,
03-08-2025,,South Dakota St.,Saint Louis,,,TBA,
03-08-2025,,Iona,Quinnipiac,,,TBA,
03-08-2025,,Massachusetts,Navy,,,TBA,
03-08-2025,,Maine,Bucknell,,,TBA,
03-08-2025,,UIC,Louisville,,,TBA,
03-08-2025,,Troy,USC Upstate,,,TBA,
03-08-2025,,Oregon,Southern California,,,TBA,
03-08-2025,,Kennesaw St.,West Virginia,,,TBA,
03-08-2025,,Holy Cross,VMI,,,TBA,
03-08-2025,,UNC Asheville,Western Ky.,,,TBA,
03-08-2025,,UCLA,Maryland,,,TBA,
03-08-2025,,UAB,Cornell,,,TBA,
03-08-2025,,Fresno St.,TCU,,,TBA,
03-08-2025,,Alabama St.,North Florida,,,TBA,
03-08-2025,,Long Beach St.,UC Irvine,,,TBA,
03-08-2025,,Alcorn,Alabama A&M,,,TBA,
03-08-2025,,Wofford,Kentucky,,,TBA,
03-08-2025,,Western Mich.,Ball St.,,,TBA,
03-08-2025,,Fairfield,George Washington,,,TBA,
03-08-2025,,Eastern Mich.,Akron,,,TBA,
03-08-2025,,Oakland,Middle Tenn.,,,TBA,
03-08-2025,,Le Moyne,FDU,,,TBA,
03-08-2025,,Northwestern,The Citadel,,,TBA,
03-08-2025,,Jacksonville St.,Ole Miss,,,TBA,
03-08-2025,,Portland,Arkansas,,,TBA,
03-08-2025,,Radford,UNC Greensboro,,,TBA,
03-08-2025,,UIW,Northwestern St.,,,TBA,
03-08-2025,,Stonehill,High Point,,,TBA,
03-08-2025,,Milwaukee,Kansas,,,TBA,
03-08-2025,,Charleston So.,Elon,,,TBA,
03-08-2025,,Air Force,California Baptist,,,TBA,
03-08-2025,,North Dakota St.,Tulane,,,TBA,
03-08-2025,,Santa Clara,Texas,,,TBA,
03-08-2025,,Wright St.,NC State,,,TBA,
03-08-2025,,UNCW,Southern Miss.,,,TBA,
03-08-2025,,DBU,Louisiana,,,TBA,
03-08-2025,,Fordham,Army West Point,,,TBA,
03-08-2025,,UT Arlington,ULM,,,TBA,
03-08-2025,,James Madison,Charlotte,,,TBA,
03-08-2025,,Brown,Ga. Southern,,,TBA,
03-08-2025,,Coastal Carolina,East Carolina,,,TBA,
03-08-2025,,Columbia,Georgia,,,TBA,
03-08-2025,,Youngstown St.,Gardner-Webb,,,TBA,
03-08-2025,,Belmont,Little Rock,,,TBA,
03-08-2025,,Bethune-Cookman,FGCU,,,TBA,
03-08-2025,,Missouri St.,Wichita St.,,,TBA,
03-08-2025,,Penn,Delaware,,,TBA,
03-08-2025,,Bowling Green,Ohio,,,TBA,
03-08-2025,,Notre Dame,Wake Forest,,,TBA,
03-08-2025,,California,Duke,,,TBA,
03-08-2025,,Davidson,Clemson,,,TBA,
03-08-2025,,Stetson,BYU,,,TBA,
03-08-2025,,Morehead St.,South Carolina,,,TBA,
03-08-2025,,Bradley,Marshall,,,TBA,
03-08-2025,,Northeastern,San Diego St.,,,TBA,
03-08-2025,,Winthrop,Michigan St.,,,TBA,
03-08-2025,,SFA,Lamar University,,,TBA,
03-08-2025,,Texas Tech,Grand Canyon,,,TBA,
03-08-2025,,Sacramento St.,Pacific,,,TBA,
03-08-2025,,North Ala.,LSU,,,TBA,
03-08-2025,,Monmouth,UCF,,,TBA,
03-08-2025,,Gonzaga,Arizona St.,,,TBA,
03-08-2025,,Massachusetts,Navy,,,TBA,
03-08-2025,,Michigan,Illinois,,,TBA,
03-08-2025,,Brown,Ga. Southern,,,TBA,
03-08-2025,,Holy Cross,VMI,,,TBA,
03-08-2025,,UNC Asheville,Western Ky.,,,TBA,
03-08-2025,,Alabama St.,North Florida,,,TBA,
03-08-2025,,Northwestern,The Citadel,,,TBA,
03-08-2025,,Canisius,Cincinnati,,,TBA,
03-08-2025,,Old Dominion,Auburn,,,TBA,
03-08-2025,,Western Caro.,Georgia St.,,,TBA,
03-08-2025,,Nevada,San Francisco,,,TBA,
03-08-2025,,Pepperdine,Arizona,,,TBA,
03-08-2025,,Western Ill.,Murray St.,,,TBA,
03-08-2025,,FIU,Fla. Atlantic,,,TBA,
03-08-2025,,Purdue,Minnesota,,,TBA,
03-08-2025,,Presbyterian,Alabama,,,TBA,
03-08-2025,,Butler,Lindenwood,,,TBA,
03-08-2025,,Iowa,Rutgers,,,TBA,
03-08-2025,,Lipscomb,Florida St.,,,TBA,
03-08-2025,,Villanova,South Fla.,,,TBA,
03-08-2025,,CSU Bakersfield,UC San Diego,,,TBA,
03-08-2025,,Hawaii,UC Riverside,,,TBA,
03-08-2025,,Utah,San Jose St.,,,TBA,
03-08-2025,,New Mexico St.,Texas A&M,,,TBA,
03-08-2025,,Saint Mary's (CA),Utah Tech,,,TBA,
03-08-2025,,UNLV,Utah Tech,,,TBA,
03-08-2025,,Washington,Nebraska,,,TBA,
03-08-2025,,Washington,Nebraska,,,TBA,
03-08-2025,,Cal St. Fullerton,Cal Poly,,,TBA,
03-08-2025,,Binghamton,Missouri,,,TBA,
03-08-2025,,Binghamton,Missouri,,,TBA,
03-08-2025,,Seattle U,Washington St.,,,TBA,
03-08-2025,,Wagner,Norfolk St.,,,TBA,
03-08-2025,,Prairie View,Abilene Christian,,,TBA,
03-08-2025,,NJIT,St. John's (NY),,,TBA,
03-08-2025,,Delaware St.,UMES,,,TBA,
03-08-2025,,Lafayette,Richmond,,,TBA,
03-08-2025,,UMass Lowell,Richmond,,,TBA,
03-08-2025,,Niagara,Stony Brook,,,TBA,
03-08-2025,,Ark.-Pine Bluff,Arkansas St.,,,TBA,
03-08-2025,,Towson,Georgetown,,,TBA,
03-08-2025,,Grambling,Houston,,,TBA,
03-08-2025,,Yale,Rice,,,TBA,
03-08-2025,,Texas Southern,UTSA,,,TBA,
03-08-2025,,Lehigh,UMBC,,,TBA,
03-08-2025,,New Mexico,Tarleton St.,,,TBA,
03-08-2025,,New Mexico,Tarleton St.,,,TBA,
03-08-2025,,Southern Ind.,Oral Roberts,,,TBA,
03-08-2025,,Longwood,George Mason,,,TBA,
03-08-2025,,SIUE,Omaha,,,TBA,
03-08-2025,,Rider,Saint Peter's,,,TBA,
03-08-2025,,San Diego,Oregon St.,,,TBA,
03-08-2025,,Central Mich.,Liberty,,,TBA,
03-08-2025,,Central Conn. St.,LIU,,,TBA,
03-08-2025,,Stanford,North Carolina,,,TBA,
03-08-2025,,Texas St.,Campbell,,,TBA,
03-08-2025,,Pittsburgh,ETSU,,,TBA,
03-08-2025,,Indiana St.,Southeast Mo. St.,,,TBA,
03-08-2025,,South Alabama,Louisiana Tech,,,TBA,
03-08-2025,,St. Thomas (MN),Austin Peay,,,TBA,
03-08-2025,,St. Thomas (MN),Austin Peay,,,TBA,
03-08-2025,,Toledo,Miami (OH),,,TBA,
03-08-2025,,Xavier,Vanderbilt,,,TBA,
03-08-2025,,Merrimack,Marist,,,TBA,
03-08-2025,,A&M-Corpus Christi,Nicholls,,,TBA,
03-08-2025,,CSUN,UC Santa Barbara,,,TBA,
03-08-2025,,St. Bonaventure,Tennessee,,,TBA,
03-08-2025,,LMU (CA),Baylor,,,TBA,
03-08-2025,,Princeton,VCU,,,TBA,
03-08-2025,,App State,Col. of Charleston,,,TBA,
03-08-2025,,Eastern Ill.,Northern Ky.,,,TBA,
03-08-2025,,Ark. Baptist,Mississippi Val.,,,TBA,
03-08-2025,,UTRGV,New Orleans,,,TBA,
03-08-2025,,Georgia Tech,Virginia Tech,,,TBA,
03-08-2025,,Boston College,Virginia,,,TBA,
03-08-2025,,Southeastern La.,Memphis,,,TBA,
03-08-2025,,UAlbany,Hofstra,,,TBA,
03-08-2025,,Purdue Fort Wayne,Tennessee Tech,,,TBA,
03-08-2025,,Seton Hall,Saint Joseph's,,,TBA,
03-08-2025,,West Ga.,Florida A&M,,,TBA,
03-08-2025,,Rhode Island,Eastern Ky.,,,TBA,
03-08-2025,,Utah Valley,Northern Colo.,,,TBA,
03-08-2025,,Samford,UT Martin,,,TBA,
03-08-2025,,Bellarmine,Southern Ill.,,,TBA,
03-08-2025,,Evansville,Central Ark.,,,TBA,
03-08-2025,,Bryant,Dayton,,,TBA,
03-08-2025,,Northeastern,San Diego St.,,,TBA,
03-08-2025,,Harvard,Florida,,,TBA,
03-08-2025,,Southern U.,Mercer,,,TBA,
03-08-2025,,N.C. A&T,Jacksonville,,,TBA,
03-08-2025,,Indiana St.,Southeast Mo. St.,,,TBA,
03-08-2025,,Harvard,Florida,,,TBA,
03-08-2025,,Southern U.,Mercer,,,TBA,
03-08-2025,,N.C. A&T,Jacksonville,,,TBA,
03-08-2025,,Utah Valley,Northern Colo.,,,TBA,
03-08-2025,,Valparaiso,Ohio St.,,,TBA,
03-09-2025,,Michigan,Illinois,,,TBA,
03-09-2025,,Illinois St.,Oklahoma St.,,,TBA,
03-09-2025,,Sam Houston,Oklahoma,,,TBA,
03-09-2025,,Queens (NC),Mississippi St.,,,TBA,
03-09-2025,,UConn,Miami (FL),,,TBA,
03-09-2025,,William & Mary,Kansas St.,,,TBA,
03-09-2025,,McNeese,Houston Christian,,,TBA,
03-09-2025,,Holy Cross,VMI,,,TBA,
03-09-2025,,UNC Asheville,Western Ky.,,,TBA,
03-09-2025,,Sacred Heart,Mount St. Mary's,,,TBA,
03-09-2025,,South Dakota St.,Saint Louis,,,TBA,
03-09-2025,,Iona,Quinnipiac,,,TBA,
03-09-2025,,Utah Valley,Northern Colo.,,,TBA,
03-09-2025,,Maine,Bucknell,,,TBA,
03-09-2025,,Illinois St.,Oklahoma St.,,,TBA,
03-09-2025,,UIC,Louisville,,,TBA,
03-09-2025,,Troy,USC Upstate,,,TBA,
03-09-2025,,Oregon,Southern California,,,TBA,
03-09-2025,,Kennesaw St.,West Virginia,,,TBA,
03-09-2025,,UCLA,Maryland,,,TBA,
03-09-2025,,UNCW,Southern Miss.,,,TBA,
03-09-2025,,Michigan St.,UAB,,,TBA,
