contest_date,id,away,home,location,status,start,network
03-25-2025,,Longwood,VCU,,,TBA,
03-25-2025,,Virginia Tech,Radford,,,TBA,
03-25-2025,,Coppin St.,Navy,,,TBA,
03-25-2025,,Lehigh,Rider,,,TBA,
03-25-2025,,Virginia,Liberty,,,TBA,
03-25-2025,,UTRGV,TCU,,,TBA,
03-25-2025,,NJIT,Fairfield,,,TBA,
03-25-2025,,Texas St.,UTSA,,,TBA,
03-25-2025,,Wichita St.,Oklahoma St.,,,TBA,
03-25-2025,,NIU,Eastern Ill.,,,TBA,
03-25-2025,,Rhode Island,Quinnipiac,,,TBA,
03-25-2025,,UT Arlington,Baylor,,,TBA,
03-25-2025,,Siena,LIU,,,TBA,
03-25-2025,,Mercyhurst,Niagara,,,TBA,
03-25-2025,,St. Thomas (MN),Kansas,,,TBA,
03-25-2025,,Queens (NC),Tennessee,,,TBA,
03-25-2025,,San Diego,Cal St. Fullerton,,,TBA,
03-25-2025,,Toledo,Purdue Fort Wayne,,,TBA,
03-25-2025,,Grace Christian (MI),Central Mich.,,,TBA,
03-25-2025,,Western Ky.,Evansville,,,TBA,
03-25-2025,,Campbell,Charlotte,,,TBA,
03-25-2025,,Tarleton St.,Texas Tech,,,TBA,
03-25-2025,,Seton Hall,Hofstra,,,TBA,
03-25-2025,,Oklahoma,Oral Roberts,,,TBA,
03-25-2025,,USC Upstate,NC State,,,TBA,
03-25-2025,,Memphis,Ole Miss,,,TBA,
03-25-2025,,Saint Joseph's,Penn,,,TBA,
03-25-2025,,LSU-Alexandria,Southeastern La.,,,TBA,
03-25-2025,,Tennessee Tech,Austin Peay,,,TBA,
03-25-2025,,Eastern Ky.,Vanderbilt,,,TBA,
03-25-2025,,West Ga.,Georgia,,,TBA,
03-25-2025,,Southern Ill.,UT Martin,,,TBA,
03-25-2025,,UMass Lowell,Merrimack,,,TBA,
03-25-2025,,Houston-Victoria,A&M-Corpus Christi,,,TBA,
03-25-2025,,Southwest Minn. St.,South Dakota St.,,,TBA,
03-25-2025,,CWRU,Kent St.,,,TBA,
03-26-2025,,UTRGV,TCU,,,TBA,
03-26-2025,,Nevada,UC Davis,,,TBA,
03-26-2025,,Seattle U,Arizona,,,TBA,
03-26-2025,,Bucknell,Penn St.,,,TBA,
03-26-2025,,Princeton,Rutgers,,,TBA,
03-26-2025,,Central Conn. St.,St. John's (NY),,,TBA,
03-26-2025,,Arkansas St.,Central Ark.,,,TBA,
03-26-2025,,Texas Southern,Rice,,,TBA,
03-26-2025,,Presbyterian,Clemson,,,TBA,
03-26-2025,,Saint Peter's,Seton Hall,,,TBA,
03-26-2025,,Georgia St.,Mercer,,,TBA,
03-26-2025,,Yale,Marist,,,TBA,
03-26-2025,,Old Dominion,ETSU,,,TBA,
03-26-2025,,St. Thomas (MN),Kansas,,,TBA,
03-26-2025,,Mississippi Val.,Southeastern La.,,,TBA,
03-26-2025,,Cleary,Oakland,,,TBA,
03-26-2025,,UT Martin,Southern Ill.,,,TBA,
03-26-2025,,Butler,Miami (OH),,,TBA,
03-26-2025,,Illinois St.,SIUE,,,TBA,
03-26-2025,,Fairfield,Army West Point,,,TBA,
03-26-2025,,Hawaii Hilo,Hawaii,,,TBA,
03-26-2025,,UConn,Northeastern,,,TBA,
03-26-2025,,UIC,NIU,,,TBA,
03-26-2025,,Air Force,Dayton,,,TBA,
03-26-2025,,Manhattan,Columbia,,,TBA,
03-26-2025,,UW-River Falls,Milwaukee,,,TBA,
03-26-2025,,LIU,Monmouth,,,TBA,
03-26-2025,,Siena,FDU,,,TBA,
03-26-2025,,Fordham,Wagner,,,TBA,
03-26-2025,,UAlbany,Massachusetts,,,TBA,
03-26-2025,,Husson,Maine,,,TBA,
03-26-2025,,Troy,Florida A&M,,,TBA,
03-26-2025,,Michigan St.,Notre Dame,,,TBA,
03-26-2025,,Dillard,McNeese,,,TBA,
03-26-2025,,North Florida,Ga. Southern,,,TBA,
03-26-2025,,George Washington,VMI,,,TBA,
03-26-2025,,ULM,Little Rock,,,TBA,
03-26-2025,,Stetson,Miami (FL),,,TBA,
03-27-2025,,Florida,Ole Miss,,,TBA,
03-27-2025,,Mississippi St.,LSU,,,TBA,
03-27-2025,,UC San Diego,Santa Clara,,,TBA,
03-27-2025,,Alcorn,Mississippi Val.,,,TBA,
03-27-2025,,Iowa,Minnesota,,,TBA,
03-27-2025,,Stanford,Virginia,,,TBA,
03-27-2025,,West Virginia,BYU,,,TBA,
03-28-2025,,Arkansas,Vanderbilt,,,TBA,
03-28-2025,,Winthrop,Charleston So.,,,TBA,
03-28-2025,,Manhattan,Quinnipiac,,,TBA,
03-28-2025,,High Point,Radford,,,TBA,
03-28-2025,,Tennessee,South Carolina,,,TBA,
03-28-2025,,California Baptist,UT Arlington,,,TBA,
03-28-2025,,UAB,Wichita St.,,,TBA,
03-28-2025,,Florida,Ole Miss,,,TBA,
03-28-2025,,Rider,Iona,,,TBA,
03-28-2025,,Liberty,Jacksonville St.,,,TBA,
03-28-2025,,Kentucky,Texas A&M,,,TBA,
03-28-2025,,Mississippi St.,LSU,,,TBA,
03-28-2025,,Oregon,Ohio St.,,,TBA,
03-28-2025,,Ga. Southern,Georgia St.,,,TBA,
03-28-2025,,FIU,Middle Tenn.,,,TBA,
03-28-2025,,Davidson,Dayton,,,TBA,
03-28-2025,,Kennesaw St.,Louisiana Tech,,,TBA,
03-28-2025,,FGCU,North Florida,,,TBA,
03-28-2025,,Milwaukee,Northern Ky.,,,TBA,
03-28-2025,,UCLA,Purdue,,,TBA,
03-28-2025,,Fordham,Richmond,,,TBA,
03-28-2025,,Ball St.,Akron,,,TBA,
03-28-2025,,UConn,Xavier,,,TBA,
03-28-2025,,Youngstown St.,Wright St.,,,TBA,
03-28-2025,,Monmouth,Towson,,,TBA,
03-28-2025,,Maine,NJIT,,,TBA,
03-28-2025,,Fairfield,Canisius,,,TBA,
03-28-2025,,George Mason,George Washington,,,TBA,
03-28-2025,,Delaware St.,FDU,,,TBA,
03-28-2025,,Eastern Mich.,Ohio,,,TBA,
03-28-2025,,Sacramento St.,Tarleton St.,,,TBA,
03-28-2025,,Indiana St.,UIC,,,TBA,
03-28-2025,,Penn St.,Michigan,,,TBA,
03-28-2025,,Florida St.,Notre Dame,,,TBA,
03-28-2025,,Presbyterian,UNC Asheville,,,TBA,
03-28-2025,,Murray St.,Illinois St.,,,TBA,
03-28-2025,,Texas Tech,Kansas St.,,,TBA,
03-28-2025,,UC Santa Barbara,Long Beach St.,,,TBA,
03-28-2025,,UC Riverside,UC Irvine,,,TBA,
03-28-2025,,N.C. A&T,UNCW,,,TBA,
03-28-2025,,UCF,Cincinnati,,,TBA,
03-28-2025,,UNC Greensboro,VMI,,,TBA,
03-28-2025,,Pacific,Gonzaga,,,TBA,
03-28-2025,,Seattle U,Grand Canyon,,,TBA,
03-28-2025,,Delaware,Elon,,,TBA,
03-28-2025,,Southern Ill.,Bradley,,,TBA,
03-28-2025,,UC San Diego,Santa Clara,,,TBA,
03-28-2025,,Wofford,The Citadel,,,TBA,
03-28-2025,,South Alabama,Southern Miss.,,,TBA,
03-28-2025,,James Madison,Louisiana,,,TBA,
03-28-2025,,UNLV,San Diego St.,,,TBA,
03-28-2025,,ULM,Arkansas St.,,,TBA,
03-28-2025,,Air Force,New Mexico,,,TBA,
03-28-2025,,Marshall,Troy,,,TBA,
03-28-2025,,Sam Houston,Western Ky.,,,TBA,
03-28-2025,,Alabama St.,Ark.-Pine Bluff,,,TBA,
03-28-2025,,NC State,Duke,,,TBA,
03-28-2025,,Little Rock,Southern Ind.,,,TBA,
03-28-2025,,Southern California,Indiana,,,TBA,
03-28-2025,,Hofstra,William & Mary,,,TBA,
03-28-2025,,Stetson,West Ga.,,,TBA,
03-28-2025,,Western Caro.,Mercer,,,TBA,
03-28-2025,,Fresno St.,San Jose St.,,,TBA,
03-28-2025,,Abilene Christian,Utah Valley,,,TBA,
03-28-2025,,Tulane,South Fla.,,,TBA,
03-28-2025,,Belmont,Missouri St.,,,TBA,
03-28-2025,,Southern U.,Bethune-Cookman,,,TBA,
03-28-2025,,East Carolina,Rice,,,TBA,
03-28-2025,,Florida,Ole Miss,,,TBA,
03-28-2025,,Bucknell,Holy Cross,,,TBA,
03-28-2025,,Alcorn,Mississippi Val.,,,TBA,
03-28-2025,,Alcorn,Mississippi Val.,,,TBA,
03-28-2025,,Yale,Harvard,,,TBA,
03-28-2025,,Southern California,Indiana,,,TBA,
03-28-2025,,Bucknell,Holy Cross,,,TBA,
03-28-2025,,Navy,Army West Point,,,TBA,
03-28-2025,,Auburn,Georgia,,,TBA,
03-28-2025,,Washington St.,Nevada,,,TBA,
03-28-2025,,Baylor,Arizona,,,TBA,
03-28-2025,,Western Ill.,Southeast Mo. St.,,,TBA,
03-28-2025,,Western Ill.,Southeast Mo. St.,,,TBA,
03-28-2025,,Creighton,Samford,,,TBA,
03-28-2025,,Iowa,Minnesota,,,TBA,
03-28-2025,,Iowa,Minnesota,,,TBA,
03-28-2025,,Oklahoma,Alabama,,,TBA,
03-28-2025,,NIU,Butler,,,TBA,
03-28-2025,,DBU,New Mexico St.,,,TBA,
03-28-2025,,North Ala.,Lipscomb,,,TBA,
03-28-2025,,CSU Bakersfield,Cal St. Fullerton,,,TBA,
03-28-2025,,Hawaii,CSUN,,,TBA,
03-28-2025,,Saint Mary's (CA),San Francisco,,,TBA,
03-28-2025,,Northwestern,Maryland,,,TBA,
03-28-2025,,Oregon St.,Nebraska,,,TBA,
03-28-2025,,Cal Poly,UC Davis,,,TBA,
03-28-2025,,Washington,Rutgers,,,TBA,
03-28-2025,,Stonehill,Wagner,,,TBA,
03-28-2025,,UMES,Mercyhurst,,,TBA,
03-28-2025,,Northeastern,Stony Brook,,,TBA,
03-28-2025,,Georgetown,UMBC,,,TBA,
03-28-2025,,Prairie View,Florida A&M,,,TBA,
03-28-2025,,Lamar University,UIW,,,TBA,
03-28-2025,,LIU,Villanova,,,TBA,
03-28-2025,,Clemson,Georgia Tech,,,TBA,
03-28-2025,,Gardner-Webb,Longwood,,,TBA,
03-28-2025,,Northern Colo.,Omaha,,,TBA,
03-28-2025,,Northern Colo.,Omaha,,,TBA,
03-28-2025,,Coppin St.,Central Conn. St.,,,TBA,
03-28-2025,,Lafayette,Lehigh,,,TBA,
03-28-2025,,TCU,Houston,,,TBA,
03-28-2025,,Stanford,Virginia,,,TBA,
03-28-2025,,Coastal Carolina,Texas St.,,,TBA,
03-28-2025,,ETSU,USC Upstate,,,TBA,
03-28-2025,,Oklahoma St.,Kansas,,,TBA,
03-28-2025,,Oral Roberts,St. Thomas (MN),,,TBA,
03-28-2025,,Oral Roberts,St. Thomas (MN),,,TBA,
03-28-2025,,Western Mich.,Miami (OH),,,TBA,
03-28-2025,,Queens (NC),Jacksonville,,,TBA,
03-28-2025,,Marist,Seton Hall,,,TBA,
03-28-2025,,Fla. Atlantic,UTSA,,,TBA,
03-28-2025,,Pepperdine,San Diego,,,TBA,
03-28-2025,,Toledo,Kent St.,,,TBA,
03-28-2025,,Campbell,Col. of Charleston,,,TBA,
03-28-2025,,Old Dominion,App State,,,TBA,
03-28-2025,,California,Louisville,,,TBA,
03-28-2025,,Eastern Ill.,Morehead St.,,,TBA,
03-28-2025,,Charlotte,Memphis,,,TBA,
03-28-2025,,Virginia Tech,Wake Forest,,,TBA,
03-28-2025,,Miami (FL),North Carolina,,,TBA,
03-28-2025,,LMU (CA),Portland,,,TBA,
03-28-2025,,Southeastern La.,New Orleans,,,TBA,
03-28-2025,,SIUE,Tennessee Tech,,,TBA,
03-28-2025,,West Virginia,BYU,,,TBA,
03-28-2025,,Saint Joseph's,VCU,,,TBA,
03-28-2025,,Oakland,Purdue Fort Wayne,,,TBA,
03-28-2025,,Eastern Ky.,Central Ark.,,,TBA,
03-28-2025,,Arizona St.,Utah,,,TBA,
03-28-2025,,Texas,Missouri,,,TBA,
03-28-2025,,Austin Peay,Bellarmine,,,TBA,
03-28-2025,,Austin Peay,Bellarmine,,,TBA,
03-28-2025,,Mount St. Mary's,Merrimack,,,TBA,
03-28-2025,,Valparaiso,Evansville,,,TBA,
03-28-2025,,Saint Peter's,Niagara,,,TBA,
03-28-2025,,Bowling Green,Central Mich.,,,TBA,
03-28-2025,,Binghamton,UAlbany,,,TBA,
03-28-2025,,Penn,Dartmouth,,,TBA,
03-28-2025,,Sacred Heart,Siena,,,TBA,
03-28-2025,,Navy,Army West Point,,,TBA,
03-28-2025,,Rhode Island,Massachusetts,,,TBA,
03-28-2025,,South Dakota St.,North Dakota St.,,,TBA,
03-28-2025,,Pittsburgh,Boston College,,,TBA,
03-28-2025,,Saint Peter's,Niagara,,,TBA,
03-28-2025,,Brown,Cornell,,,TBA,
03-28-2025,,Binghamton,UAlbany,,,TBA,
03-28-2025,,UT Martin,Lindenwood,,,TBA,
03-28-2025,,Illinois,Michigan St.,,,TBA,
03-28-2025,,Penn,Dartmouth,,,TBA,
03-28-2025,,Bryant,UMass Lowell,,,TBA,
03-28-2025,,South Dakota St.,North Dakota St.,,,TBA,
03-28-2025,,Mount St. Mary's,Merrimack,,,TBA,
03-28-2025,,Sacred Heart,Siena,,,TBA,
03-28-2025,,Rhode Island,Massachusetts,,,TBA,
03-28-2025,,Bowling Green,Central Mich.,,,TBA,
03-28-2025,,St. Bonaventure,Saint Louis,,,TBA,
03-28-2025,,Illinois,Michigan St.,,,TBA,
03-28-2025,,UT Martin,Lindenwood,,,TBA,
03-28-2025,,Pittsburgh,Boston College,,,TBA,
03-28-2025,,Bryant,UMass Lowell,,,TBA,
03-28-2025,,Grambling,Jackson St.,,,TBA,
03-28-2025,,Grambling,Jackson St.,,,TBA,
03-28-2025,,St. Bonaventure,Saint Louis,,,TBA,
03-29-2025,,Arkansas,Vanderbilt,,,TBA,
03-29-2025,,Winthrop,Charleston So.,,,TBA,
03-29-2025,,Manhattan,Quinnipiac,,,TBA,
03-29-2025,,High Point,Radford,,,TBA,
03-29-2025,,Tennessee,South Carolina,,,TBA,
03-29-2025,,California Baptist,UT Arlington,,,TBA,
03-29-2025,,Sacred Heart,Siena,,,TBA,
03-29-2025,,UAB,Wichita St.,,,TBA,
03-29-2025,,Rider,Iona,,,TBA,
03-29-2025,,Kentucky,Texas A&M,,,TBA,
03-29-2025,,Mississippi St.,LSU,,,TBA,
03-29-2025,,Oregon,Ohio St.,,,TBA,
03-29-2025,,FIU,Middle Tenn.,,,TBA,
03-29-2025,,Kennesaw St.,Louisiana Tech,,,TBA,
03-29-2025,,UCLA,Purdue,,,TBA,
03-29-2025,,Yale,Harvard,,,TBA,
03-29-2025,,Columbia,Princeton,,,TBA,
03-29-2025,,Milwaukee,Northern Ky.,,,TBA,
03-29-2025,,UC Riverside,UC Irvine,,,TBA,
03-29-2025,,Alabama A&M,Texas Southern,,,TBA,
03-29-2025,,Tulane,South Fla.,,,TBA,
03-29-2025,,UC San Diego,Santa Clara,,,TBA,
03-29-2025,,Monmouth,Towson,,,TBA,
03-29-2025,,Rhode Island,Massachusetts,,,TBA,
03-29-2025,,Fordham,Richmond,,,TBA,
03-29-2025,,Maine,NJIT,,,TBA,
03-29-2025,,Sacramento St.,Tarleton St.,,,TBA,
03-29-2025,,George Mason,George Washington,,,TBA,
03-29-2025,,Delaware St.,FDU,,,TBA,
03-29-2025,,UConn,Xavier,,,TBA,
03-29-2025,,UNC Greensboro,VMI,,,TBA,
03-29-2025,,Nicholls,Northwestern St.,,,TBA,
03-29-2025,,Presbyterian,UNC Asheville,,,TBA,
03-29-2025,,South Dakota St.,North Dakota St.,,,TBA,
03-29-2025,,South Alabama,Southern Miss.,,,TBA,
03-29-2025,,James Madison,Louisiana,,,TBA,
03-29-2025,,Penn St.,Michigan,,,TBA,
03-29-2025,,Belmont,Missouri St.,,,TBA,
03-29-2025,,Southern California,Indiana,,,TBA,
03-29-2025,,Fresno St.,San Jose St.,,,TBA,
03-29-2025,,UCF,Cincinnati,,,TBA,
03-29-2025,,Wofford,The Citadel,,,TBA,
03-29-2025,,ULM,Arkansas St.,,,TBA,
03-29-2025,,Fairfield,Canisius,,,TBA,
03-29-2025,,NC State,Duke,,,TBA,
03-29-2025,,East Carolina,Rice,,,TBA,
03-29-2025,,Little Rock,Southern Ind.,,,TBA,
03-29-2025,,Hofstra,William & Mary,,,TBA,
03-29-2025,,Abilene Christian,Utah Valley,,,TBA,
03-29-2025,,Marshall,Troy,,,TBA,
03-29-2025,,Texas Tech,Kansas St.,,,TBA,
03-29-2025,,N.C. A&T,UNCW,,,TBA,
03-29-2025,,Delaware,Elon,,,TBA,
03-29-2025,,UNLV,San Diego St.,,,TBA,
03-29-2025,,Sam Houston,Western Ky.,,,TBA,
03-29-2025,,UC Santa Barbara,Long Beach St.,,,TBA,
03-29-2025,,Pacific,Gonzaga,,,TBA,
03-29-2025,,Seattle U,Grand Canyon,,,TBA,
03-29-2025,,SFA,Houston Christian,,,TBA,
03-29-2025,,Air Force,New Mexico,,,TBA,
03-29-2025,,Alabama St.,Ark.-Pine Bluff,,,TBA,
03-29-2025,,Oregon,Ohio St.,,,TBA,
03-29-2025,,Presbyterian,UNC Asheville,,,TBA,
03-29-2025,,UConn,Xavier,,,TBA,
03-29-2025,,Auburn,Georgia,,,TBA,
03-29-2025,,Auburn,Georgia,,,TBA,
03-29-2025,,Illinois,Michigan St.,,,TBA,
03-29-2025,,Washington St.,Nevada,,,TBA,
03-29-2025,,Baylor,Arizona,,,TBA,
03-29-2025,,Western Ill.,Southeast Mo. St.,,,TBA,
03-29-2025,,Creighton,Samford,,,TBA,
03-29-2025,,Oklahoma,Alabama,,,TBA,
03-29-2025,,NIU,Butler,,,TBA,
03-29-2025,,NIU,Butler,,,TBA,
03-29-2025,,DBU,New Mexico St.,,,TBA,
03-29-2025,,North Ala.,Lipscomb,,,TBA,
03-29-2025,,CSU Bakersfield,Cal St. Fullerton,,,TBA,
03-29-2025,,Hawaii,CSUN,,,TBA,
03-29-2025,,Saint Mary's (CA),San Francisco,,,TBA,
03-29-2025,,Saint Mary's (CA),San Francisco,,,TBA,
03-29-2025,,Northwestern,Maryland,,,TBA,
03-29-2025,,Brown,Cornell,,,TBA,
03-29-2025,,Brown,Cornell,,,TBA,
03-29-2025,,Oregon St.,Nebraska,,,TBA,
03-29-2025,,Binghamton,UAlbany,,,TBA,
03-29-2025,,Washington,Rutgers,,,TBA,
03-29-2025,,Northeastern,Stony Brook,,,TBA,
03-29-2025,,UMBC,Georgetown,,,TBA,
03-29-2025,,Prairie View,Florida A&M,,,TBA,
03-29-2025,,Lamar University,UIW,,,TBA,
03-29-2025,,LIU,Villanova,,,TBA,
03-29-2025,,Clemson,Georgia Tech,,,TBA,
03-29-2025,,Clemson,Georgia Tech,,,TBA,
03-29-2025,,Gardner-Webb,Longwood,,,TBA,
03-29-2025,,Northern Colo.,Omaha,,,TBA,
03-29-2025,,Saint Peter's,Niagara,,,TBA,
03-29-2025,,Coppin St.,Central Conn. St.,,,TBA,
03-29-2025,,Lafayette,Lehigh,,,TBA,
03-29-2025,,Lafayette,Lehigh,,,TBA,
03-29-2025,,TCU,Houston,,,TBA,
03-29-2025,,UT Martin,Lindenwood,,,TBA,
03-29-2025,,Stanford,Virginia,,,TBA,
03-29-2025,,Coastal Carolina,Texas St.,,,TBA,
03-29-2025,,ETSU,USC Upstate,,,TBA,
03-29-2025,,ETSU,USC Upstate,,,TBA,
03-29-2025,,Oklahoma St.,Kansas,,,TBA,
03-29-2025,,Oral Roberts,St. Thomas (MN),,,TBA,
03-29-2025,,Marist,Seton Hall,,,TBA,
03-29-2025,,Fla. Atlantic,UTSA,,,TBA,
03-29-2025,,Pepperdine,San Diego,,,TBA,
03-29-2025,,Toledo,Kent St.,,,TBA,
03-29-2025,,Campbell,Col. of Charleston,,,TBA,
03-29-2025,,Old Dominion,App State,,,TBA,
03-29-2025,,Old Dominion,App State,,,TBA,
03-29-2025,,California,Louisville,,,TBA,
03-29-2025,,Charlotte,Memphis,,,TBA,
03-29-2025,,Virginia Tech,Wake Forest,,,TBA,
03-29-2025,,Miami (FL),North Carolina,,,TBA,
03-29-2025,,LMU (CA),Portland,,,TBA,
03-29-2025,,Southeastern La.,New Orleans,,,TBA,
03-29-2025,,Columbia,Princeton,,,TBA,
03-29-2025,,SIUE,Tennessee Tech,,,TBA,
03-29-2025,,SIUE,Tennessee Tech,,,TBA,
03-29-2025,,West Virginia,BYU,,,TBA,
03-29-2025,,Saint Joseph's,VCU,,,TBA,
03-29-2025,,Oakland,Purdue Fort Wayne,,,TBA,
03-29-2025,,Eastern Ky.,Central Ark.,,,TBA,
03-29-2025,,Arizona St.,Utah,,,TBA,
03-29-2025,,Austin Peay,Bellarmine,,,TBA,
03-29-2025,,Bryant,UMass Lowell,,,TBA,
03-29-2025,,St. Bonaventure,Saint Louis,,,TBA,
03-29-2025,,Valparaiso,Evansville,,,TBA,
03-29-2025,,Ball St.,Akron,,,TBA,
03-29-2025,,UMES,Mercyhurst,,,TBA,
03-29-2025,,Western Mich.,Miami (OH),,,TBA,
03-29-2025,,Eastern Mich.,Ohio,,,TBA,
03-29-2025,,Davidson,Dayton,,,TBA,
03-29-2025,,Eastern Ill.,Morehead St.,,,TBA,
03-29-2025,,Norfolk St.,Le Moyne,,,TBA,
03-29-2025,,Youngstown St.,Wright St.,,,TBA,
03-29-2025,,Stetson,West Ga.,,,TBA,
03-29-2025,,Bucknell,Army West Point,,,TBA,
03-29-2025,,FGCU,North Florida,,,TBA,
03-29-2025,,Southern Ill.,Bradley,,,TBA,
03-29-2025,,Ga. Southern,Georgia St.,,,TBA,
03-29-2025,,Western Caro.,Mercer,,,TBA,
03-29-2025,,Indiana St.,UIC,,,TBA,
03-29-2025,,Ball St.,Akron,,,TBA,
03-29-2025,,Penn,Dartmouth,,,TBA,
03-29-2025,,Oakland,Purdue Fort Wayne,,,TBA,
03-29-2025,,Western Mich.,Miami (OH),,,TBA,
03-29-2025,,Norfolk St.,Le Moyne,,,TBA,
03-29-2025,,Texas,Missouri,,,TBA,
03-29-2025,,Eastern Ill.,Morehead St.,,,TBA,
03-29-2025,,Liberty,Jacksonville St.,,,TBA,
03-29-2025,,Davidson,Dayton,,,TBA,
03-29-2025,,Cal Poly,UC Davis,,,TBA,
03-29-2025,,Eastern Mich.,Ohio,,,TBA,
03-29-2025,,Youngstown St.,Wright St.,,,TBA,
03-29-2025,,Southern U.,Bethune-Cookman,,,TBA,
03-29-2025,,Stetson,West Ga.,,,TBA,
03-29-2025,,FGCU,North Florida,,,TBA,
03-29-2025,,Western Caro.,Mercer,,,TBA,
03-29-2025,,Bucknell,Army West Point,,,TBA,
03-29-2025,,Queens (NC),Jacksonville,,,TBA,
03-29-2025,,Southern Ill.,Bradley,,,TBA,
03-29-2025,,Ga. Southern,Georgia St.,,,TBA,
03-29-2025,,Indiana St.,UIC,,,TBA,
03-29-2025,,Queens (NC),Jacksonville,,,TBA,
03-29-2025,,Yale,Harvard,,,TBA,
03-29-2025,,Nicholls,Northwestern St.,,,TBA,
03-29-2025,,Southern U.,Bethune-Cookman,,,TBA,
03-29-2025,,Texas,Missouri,,,TBA,
03-29-2025,,Cal Poly,UC Davis,,,TBA,
03-29-2025,,UTRGV,A&M-Corpus Christi,,,TBA,
03-29-2025,,UTRGV,A&M-Corpus Christi,,,TBA,
03-29-2025,,Murray St.,Illinois St.,,,TBA,
03-29-2025,,Murray St.,Illinois St.,,,TBA,
03-29-2025,,SFA,Houston Christian,,,TBA,
03-29-2025,,Liberty,Jacksonville St.,,,TBA,
03-29-2025,,Stonehill,Wagner,,,TBA,
03-29-2025,,Binghamton,UMBC,,,TBA,
03-30-2025,,Florida St.,Notre Dame,,,TBA,
03-30-2025,,Arkansas,Vanderbilt,,,TBA,
03-30-2025,,Winthrop,Charleston So.,,,TBA,
03-30-2025,,Manhattan,Quinnipiac,,,TBA,
03-30-2025,,High Point,Radford,,,TBA,
03-30-2025,,Tennessee,South Carolina,,,TBA,
03-30-2025,,California Baptist,UT Arlington,,,TBA,
03-30-2025,,UAB,Wichita St.,,,TBA,
03-30-2025,,Rider,Iona,,,TBA,
03-30-2025,,Kentucky,Texas A&M,,,TBA,
03-30-2025,,FIU,Middle Tenn.,,,TBA,
03-30-2025,,Kennesaw St.,Louisiana Tech,,,TBA,
03-30-2025,,Navy,Holy Cross,,,TBA,
03-30-2025,,UCLA,Purdue,,,TBA,
03-30-2025,,Sacramento St.,Tarleton St.,,,TBA,
03-30-2025,,Milwaukee,Northern Ky.,,,TBA,
03-30-2025,,Seattle U,Grand Canyon,,,TBA,
03-30-2025,,UC San Diego,Santa Clara,,,TBA,
03-30-2025,,Fordham,Richmond,,,TBA,
03-30-2025,,Maine,NJIT,,,TBA,
03-30-2025,,UNLV,San Diego St.,,,TBA,
03-30-2025,,George Mason,George Washington,,,TBA,
03-30-2025,,Columbia,Princeton,,,TBA,
03-30-2025,,Fresno St.,San Jose St.,,,TBA,
03-30-2025,,Abilene Christian,Utah Valley,,,TBA,
03-30-2025,,Texas Tech,Kansas St.,,,TBA,
03-30-2025,,UC Santa Barbara,Long Beach St.,,,TBA,
03-30-2025,,UC Riverside,UC Irvine,,,TBA,
03-30-2025,,UCF,Cincinnati,,,TBA,
03-30-2025,,UNC Greensboro,VMI,,,TBA,
03-30-2025,,Nicholls,Northwestern St.,,,TBA,
03-30-2025,,Pacific,Gonzaga,,,TBA,
03-30-2025,,Delaware,Elon,,,TBA,
03-30-2025,,Tulane,South Fla.,,,TBA,
03-30-2025,,Wofford,The Citadel,,,TBA,
03-30-2025,,Monmouth,Towson,,,TBA,
03-30-2025,,South Alabama,Southern Miss.,,,TBA,
03-30-2025,,James Madison,Louisiana,,,TBA,
03-30-2025,,SFA,Houston Christian,,,TBA,
03-30-2025,,ULM,Arkansas St.,,,TBA,
03-30-2025,,Air Force,New Mexico,,,TBA,
03-30-2025,,Marshall,Troy,,,TBA,
03-30-2025,,Florida St.,Notre Dame,,,TBA,
03-30-2025,,Sam Houston,Western Ky.,,,TBA,
03-30-2025,,Penn St.,Michigan,,,TBA,
03-30-2025,,Alabama St.,Ark.-Pine Bluff,,,TBA,
03-30-2025,,NC State,Duke,,,TBA,
03-30-2025,,Little Rock,Southern Ind.,,,TBA,
03-30-2025,,Belmont,Missouri St.,,,TBA,
03-30-2025,,Delaware St.,FDU,,,TBA,
03-30-2025,,Grambling,Jackson St.,,,TBA,
03-30-2025,,Hofstra,William & Mary,,,TBA,
03-30-2025,,N.C. A&T,UNCW,,,TBA,
03-30-2025,,East Carolina,Rice,,,TBA,
03-30-2025,,Fairfield,Canisius,,,TBA,
03-30-2025,,Alabama A&M,Texas Southern,,,TBA,
03-30-2025,,Washington St.,Nevada,,,TBA,
03-30-2025,,Baylor,Arizona,,,TBA,
03-30-2025,,Creighton,Samford,,,TBA,
03-30-2025,,Oklahoma,Alabama,,,TBA,
03-30-2025,,NIU,Butler,,,TBA,
03-30-2025,,DBU,New Mexico St.,,,TBA,
03-30-2025,,North Ala.,Lipscomb,,,TBA,
03-30-2025,,CSU Bakersfield,Cal St. Fullerton,,,TBA,
03-30-2025,,Hawaii,CSUN,,,TBA,
03-30-2025,,Northwestern,Maryland,,,TBA,
03-30-2025,,Oregon St.,Nebraska,,,TBA,
03-30-2025,,Washington,Rutgers,,,TBA,
03-30-2025,,Norfolk St.,Le Moyne,,,TBA,
03-30-2025,,Stonehill,Wagner,,,TBA,
03-30-2025,,Northeastern,Stony Brook,,,TBA,
03-30-2025,,UMBC,Georgetown,,,TBA,
03-30-2025,,Prairie View,Florida A&M,,,TBA,
03-30-2025,,Lamar University,UIW,,,TBA,
03-30-2025,,LIU,Villanova,,,TBA,
